"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000196660"," SLC30A10"," protein_coding","chr1:219685427-219958647"
"ENSG00000100368"," CSF2RB"," protein_coding","chr22:36913628-36940439"
"ENSG00000100360"," IFT27"," protein_coding","chr22:36758202-36776256"
"ENSG00000152953"," STK32B"," protein_coding","chr4:5051480-5500994"
"ENSG00000006327"," TNFRSF12A"," protein_coding","chr16:3018445-3022383"
"ENSG00000211672"," IGLV4-3"," IG_V_gene","chr22:22871507-22872035"
"ENSG00000162542"," TMCO4"," protein_coding","chr1:19682240-19799945"
"ENSG00000197993"," KEL"," protein_coding","chr7:142941114-142962363"
"ENSG00000247774"," PCED1B-AS1"," lncRNA","chr12:47205898-47216456"
"ENSG00000176454"," LPCAT4"," protein_coding","chr15:34358633-34367196"
"ENSG00000171649"," ZIK1"," protein_coding","chr19:57578456-57593890"
"ENSG00000184730"," APOBR"," protein_coding","chr16:28494643-28498970"
"ENSG00000111344"," RASAL1"," protein_coding","chr12:113098819-113136239"
"ENSG00000130176"," CNN1"," protein_coding","chr19:11538767-11550323"
"ENSG00000168792"," ABHD15"," protein_coding","chr17:29560547-29567037"
"ENSG00000147804"," SLC39A4"," protein_coding","chr8:144409742-144416844"
"ENSG00000050820"," BCAR1"," protein_coding","chr16:75228181-75268053"
"ENSG00000186469"," GNG2"," protein_coding","chr14:51826195-51979342"
"ENSG00000109458"," GAB1"," protein_coding","chr4:143336762-143474568"
"ENSG00000184363"," PKP3"," protein_coding","chr11:392614-404908"
"ENSG00000132185"," FCRLA"," protein_coding","chr1:161706972-161714352"
"ENSG00000178531"," CTXN1"," protein_coding","chr19:7924491-7926135"
"ENSG00000033627"," ATP6V0A1"," protein_coding","chr17:42458844-42522582"
"ENSG00000198521"," ZNF43"," protein_coding","chr19:21804946-21852125"
"ENSG00000112182"," BACH2"," protein_coding","chr6:89926528-90296908"
"ENSG00000105223"," PLD3"," protein_coding","chr19:40348456-40380439"
"ENSG00000105048"," TNNT1"," protein_coding","chr19:55132698-55149206"
"ENSG00000178764"," ZHX2"," protein_coding","chr8:122781655-122974510"
"ENSG00000165802"," NSMF"," protein_coding","chr9:137447570-137459334"
"ENSG00000139083"," ETV6"," protein_coding","chr12:11649674-11895377"
"ENSG00000128340"," RAC2"," protein_coding","chr22:37225270-37244448"
"ENSG00000145284"," SCD5"," protein_coding","chr4:82629539-82798796"
"ENSG00000104518"," GSDMD"," protein_coding","chr8:143553207-143563062"
"ENSG00000166813"," KIF7"," protein_coding","chr15:89608789-89655467"
"ENSG00000123989"," CHPF"," protein_coding","chr2:219538948-219543809"
"ENSG00000197971"," MBP"," protein_coding","chr18:76978827-77133683"
"ENSG00000142185"," TRPM2"," protein_coding","chr21:44350163-44443081"
"ENSG00000197142"," ACSL5"," protein_coding","chr10:112374116-112428379"
"ENSG00000092010"," PSME1"," protein_coding","chr14:24136163-24138967"
"ENSG00000070214"," SLC44A1"," protein_coding","chr9:105244622-105439171"
"ENSG00000099864"," PALM"," protein_coding","chr19:708935-748329"
"ENSG00000145675"," PIK3R1"," protein_coding","chr5:68215756-68301821"
"ENSG00000125910"," S1PR4"," protein_coding","chr19:3172346-3180332"
"ENSG00000142875"," PRKACB"," protein_coding","chr1:84078062-84238498"
"ENSG00000102145"," GATA1"," protein_coding","chrX:48786562-48794311"
"ENSG00000155849"," ELMO1"," protein_coding","chr7:36852906-37449223"
"ENSG00000164904"," ALDH7A1"," protein_coding","chr5:126531200-126595362"
"ENSG00000124406"," ATP8A1"," protein_coding","chr4:42408373-42657105"
"ENSG00000005189"," REXO5"," protein_coding","chr16:20806429-20849665"
"ENSG00000123453"," SARDH"," protein_coding","chr9:133663560-133739955"
"ENSG00000136379"," ABHD17C"," protein_coding","chr15:80679684-80755621"
"ENSG00000185811"," IKZF1"," protein_coding","chr7:50304068-50405101"
"ENSG00000159335"," PTMS"," protein_coding","chr12:6765516-6770952"
"ENSG00000156521"," TYSND1"," protein_coding","chr10:70137981-70146700"
"ENSG00000110400"," NECTIN1"," protein_coding","chr11:119623408-119729200"
"ENSG00000130822"," PNCK"," protein_coding","chrX:153669733-153689010"
"ENSG00000266976",NA,NA,"chr19:28606688-28615229"
"ENSG00000169575"," VPREB1"," protein_coding","chr22:22244780-22245515"
"ENSG00000077097"," TOP2B"," protein_coding","chr3:25597984-25664907"
"ENSG00000130158"," DOCK6"," protein_coding","chr19:11199295-11262524"
"ENSG00000169442"," CD52"," protein_coding","chr1:26317958-26320523"
"ENSG00000075340"," ADD2"," protein_coding","chr2:70607618-70768225"
"ENSG00000137825"," ITPKA"," protein_coding","chr15:41493393-41503551"
"ENSG00000154016"," GRAP"," protein_coding","chr17:19020656-19047011"
"ENSG00000165996"," HACD1"," protein_coding","chr10:17589032-17617374"
"ENSG00000271856"," LINC01215"," lncRNA","chr3:108125821-108138610"
"ENSG00000162496"," DHRS3"," protein_coding","chr1:12567910-12618210"
"ENSG00000172965"," MIR4435-2HG"," lncRNA","chr2:111006015-111523376"
"ENSG00000274523"," RCC1L"," protein_coding","chr7:75027122-75074228"
"ENSG00000188672"," RHCE"," protein_coding","chr1:25362249-25430192"
"ENSG00000158856"," DMTN"," protein_coding","chr8:22048995-22082527"
"ENSG00000134109"," EDEM1"," protein_coding","chr3:5187646-5219958"
"ENSG00000158089"," GALNT14"," protein_coding","chr2:30910467-31155202"
"ENSG00000139687"," RB1"," protein_coding","chr13:48303744-48599436"
"ENSG00000167280"," ENGASE"," protein_coding","chr17:79074824-79088599"
"ENSG00000108830"," RND2"," protein_coding","chr17:43025231-43032041"
"ENSG00000168461"," RAB31"," protein_coding","chr18:9708275-9862551"
"ENSG00000269600",NA,NA,"chr19:58593134-58599355"
"ENSG00000165238"," WNK2"," protein_coding","chr9:93184916-93320572"
"ENSG00000136573"," BLK"," protein_coding","chr8:11486894-11564599"
"ENSG00000204257"," HLA-DMA"," protein_coding","chr6:32948613-32969094"
"ENSG00000025039"," RRAGD"," protein_coding","chr6:89364616-89412273"
"ENSG00000023171"," GRAMD1B"," protein_coding","chr11:123358428-123627774"
"ENSG00000156711"," MAPK13"," protein_coding","chr6:36127809-36144524"
"ENSG00000180921"," FAM83H"," protein_coding","chr8:143723933-143738234"
"ENSG00000178814"," OPLAH"," protein_coding","chr8:144051266-144063965"
"ENSG00000128591"," FLNC"," protein_coding","chr7:128830406-128859274"
"ENSG00000162576"," MXRA8"," protein_coding","chr1:1352689-1361777"
"ENSG00000283632"," EXOC3L2"," protein_coding","chr19:45212370-45245407"
"ENSG00000070526"," ST6GALNAC1"," protein_coding","chr17:76624761-76643786"
"ENSG00000137198"," GMPR"," protein_coding","chr6:16238587-16295549"
"ENSG00000132965"," ALOX5AP"," protein_coding","chr13:30713478-30764426"
"ENSG00000115457"," IGFBP2"," protein_coding","chr2:216632828-216664436"
"ENSG00000184640"," SEPTIN9"," protein_coding","chr17:77280569-77500596"
"ENSG00000075884"," ARHGAP15"," protein_coding","chr2:143091362-143768352"
"ENSG00000196954"," CASP4"," protein_coding","chr11:104942866-104969366"
"ENSG00000164307"," ERAP1"," protein_coding","chr5:96760810-96808100"
"ENSG00000227706",NA,NA,"chr6:67878316-67889339"
"ENSG00000100644"," HIF1A"," protein_coding","chr14:61695513-61748259"
"ENSG00000113739"," STC2"," protein_coding","chr5:173314723-173328447"
"ENSG00000164403"," SHROOM1"," protein_coding","chr5:132822141-132830659"
"ENSG00000213762"," ZNF134"," protein_coding","chr19:57614233-57624724"
"ENSG00000162367"," TAL1"," protein_coding","chr1:47216290-47232220"
"ENSG00000112559"," MDFI"," protein_coding","chr6:41636882-41654244"
"ENSG00000131378"," RFTN1"," protein_coding","chr3:16313574-16514026"
"ENSG00000125089"," SH3TC1"," protein_coding","chr4:8182072-8241803"
"ENSG00000166743"," ACSM1"," protein_coding","chr16:20623235-20698890"
"ENSG00000120029"," ARMH3"," protein_coding","chr10:101845599-102056193"
"ENSG00000133619"," KRBA1"," protein_coding","chr7:149714781-149734575"
"ENSG00000206178"," HBZP1"," unprocessed_pseudogene","chr16:163122-165156"
"ENSG00000112079"," STK38"," protein_coding","chr6:36493892-36547479"
"ENSG00000285578",NA,NA,"chr6:184339-186899"
"ENSG00000160255"," ITGB2"," protein_coding","chr21:44885953-44931989"
"ENSG00000103811"," CTSH"," protein_coding","chr15:78921058-78949574"
"ENSG00000185909"," KLHDC8B"," protein_coding","chr3:49171598-49176486"
"ENSG00000188643"," S100A16"," protein_coding","chr1:153606886-153613145"
"ENSG00000129675"," ARHGEF6"," protein_coding","chrX:136665547-136780932"
"ENSG00000166347"," CYB5A"," protein_coding","chr18:74250846-74291973"
"ENSG00000136378"," ADAMTS7"," protein_coding","chr15:78759206-78811464"
"ENSG00000107798"," LIPA"," protein_coding","chr10:89213569-89414557"
"ENSG00000136840"," ST6GALNAC4"," protein_coding","chr9:127907886-127917041"
"ENSG00000172752"," COL6A5"," protein_coding","chr3:130345516-130484844"
"ENSG00000275342"," PRAG1"," protein_coding","chr8:8317736-8386439"
"ENSG00000279669",NA,NA,"chr21:5232668-5243833"
"ENSG00000023902"," PLEKHO1"," protein_coding","chr1:150149183-150164720"
"ENSG00000181481"," RNF135"," protein_coding","chr17:30970984-30999911"
"ENSG00000076641"," PAG1"," protein_coding","chr8:80967810-81112068"
"ENSG00000130755"," GMFG"," protein_coding","chr19:39328353-39342372"
"ENSG00000135926"," TMBIM1"," protein_coding","chr2:218274197-218292586"
"ENSG00000150967"," ABCB9"," protein_coding","chr12:122920951-122981649"
"ENSG00000005187"," ACSM3"," protein_coding","chr16:20610243-20797581"
"ENSG00000161940"," BCL6B"," protein_coding","chr17:7023050-7030290"
"ENSG00000211445"," GPX3"," protein_coding","chr5:151020438-151028992"
"ENSG00000080503"," SMARCA2"," protein_coding","chr9:1980290-2193624"
"ENSG00000165168"," CYBB"," protein_coding","chrX:37780059-37813461"
"ENSG00000147044"," CASK"," protein_coding","chrX:41514934-41923554"
"ENSG00000082212"," ME2"," protein_coding","chr18:50879080-50954257"
"ENSG00000187862"," TTC24"," protein_coding","chr1:156579723-156587719"
"ENSG00000135439"," AGAP2"," protein_coding","chr12:57723761-57742157"
"ENSG00000128815"," WDFY4"," protein_coding","chr10:48684876-48982956"
"ENSG00000198771"," RCSD1"," protein_coding","chr1:167630093-167708696"
"ENSG00000043462"," LCP2"," protein_coding","chr5:170246233-170297815"
"ENSG00000070182"," SPTB"," protein_coding","chr14:64746283-64879907"
"ENSG00000082014"," SMARCD3"," protein_coding","chr7:151238764-151277896"
"ENSG00000139410"," SDSL"," protein_coding","chr12:113422380-113438276"
"ENSG00000079156"," OSBPL6"," protein_coding","chr2:178194481-178402893"
"ENSG00000198598"," MMP17"," protein_coding","chr12:131828393-131851783"
"ENSG00000106665"," CLIP2"," protein_coding","chr7:74289407-74405935"
"ENSG00000047644"," WWC3"," protein_coding","chrX:10015254-10144474"
"ENSG00000110042"," DTX4"," protein_coding","chr11:59171430-59208588"
"ENSG00000184489"," PTP4A3"," protein_coding","chr8:141391995-141432454"
"ENSG00000196074"," SYCP2"," protein_coding","chr20:59863564-59933655"
"ENSG00000140332"," TLE3"," protein_coding","chr15:70047790-70098176"
"ENSG00000157303"," SUSD3"," protein_coding","chr9:93058688-93085133"
"ENSG00000143595"," AQP10"," protein_coding","chr1:154321090-154325325"
"ENSG00000136931"," NR5A1"," protein_coding","chr9:124481236-124507420"
"ENSG00000067057"," PFKP"," protein_coding","chr10:3066333-3137718"
"ENSG00000069482"," GAL"," protein_coding","chr11:68683779-68691175"
"ENSG00000140044"," JDP2"," protein_coding","chr14:75427716-75474111"
"ENSG00000165959"," CLMN"," protein_coding","chr14:95181940-95319908"
"ENSG00000187867"," PALM3"," protein_coding","chr19:14053363-14062076"
"ENSG00000138646"," HERC5"," protein_coding","chr4:88457119-88506163"
"ENSG00000196839"," ADA"," protein_coding","chr20:44619522-44652233"
"ENSG00000132256"," TRIM5"," protein_coding","chr11:5663195-5938619"
"ENSG00000161681"," SHANK1"," protein_coding","chr19:50659255-50719802"
"ENSG00000179241"," LDLRAD3"," protein_coding","chr11:35943981-36232136"
"ENSG00000284931",NA,NA,"chr11:5248270-5254783"
"ENSG00000130511"," SSBP4"," protein_coding","chr19:18418864-18434562"
"ENSG00000137478"," FCHSD2"," protein_coding","chr11:72836745-73142318"
"ENSG00000143772"," ITPKB"," protein_coding","chr1:226631690-226739323"
"ENSG00000115085"," ZAP70"," protein_coding","chr2:97713576-97739862"
"ENSG00000119535"," CSF3R"," protein_coding","chr1:36466043-36483278"
"ENSG00000075618"," FSCN1"," protein_coding","chr7:5592816-5606655"
"ENSG00000083720"," OXCT1"," protein_coding","chr5:41730065-41870425"
"ENSG00000137841"," PLCB2"," protein_coding","chr15:40278176-40307935"
"ENSG00000188536"," HBA2"," protein_coding","chr16:172876-173710"
"ENSG00000135905"," DOCK10"," protein_coding","chr2:224765090-225042468"
"ENSG00000134986"," NREP"," protein_coding","chr5:111662621-111997464"
"ENSG00000086289"," EPDR1"," protein_coding","chr7:37683843-37951936"
"ENSG00000134516"," DOCK2"," protein_coding","chr5:169637268-170083382"
"ENSG00000125384"," PTGER2"," protein_coding","chr14:52314305-52328598"
"ENSG00000100077"," GRK3"," protein_coding","chr22:25564675-25729294"
"ENSG00000166275"," BORCS7"," protein_coding","chr10:102854259-102864961"
"ENSG00000213931"," HBE1"," protein_coding","chr11:5268345-5505652"
"ENSG00000149328"," GLB1L2"," protein_coding","chr11:134331874-134378341"
"ENSG00000214063"," TSPAN4"," protein_coding","chr11:842812-867116"
"ENSG00000102265"," TIMP1"," protein_coding","chrX:47582408-47586789"
"ENSG00000153976"," HS3ST3A1"," protein_coding","chr17:13494032-13601929"
"ENSG00000136147"," PHF11"," protein_coding","chr13:49495610-49528981"
"ENSG00000154146"," NRGN"," protein_coding","chr11:124739942-124747210"
"ENSG00000159217"," IGF2BP1"," protein_coding","chr17:48997385-49056145"
"ENSG00000189229",NA,NA,"chr3:6490460-6736750"
"ENSG00000141026"," MED9"," protein_coding","chr17:17476994-17493221"
"ENSG00000117091"," CD48"," protein_coding","chr1:160678746-160711831"
"ENSG00000164116"," GUCY1A1"," protein_coding","chr4:155666726-155737059"
"ENSG00000172270"," BSG"," protein_coding","chr19:571277-583494"
"ENSG00000101230"," ISM1"," protein_coding","chr20:13221274-13300651"
"ENSG00000114374"," USP9Y"," protein_coding","chrY:12537650-12860839"
"ENSG00000186818"," LILRB4"," protein_coding","chr19:54643889-54670359"
"ENSG00000185989"," RASA3"," protein_coding","chr13:113977783-114132623"
"ENSG00000162836"," ACP6"," protein_coding","chr1:147629652-147670524"
"ENSG00000206140"," TMEM191C"," protein_coding","chr22:21466423-21471269"
"ENSG00000259045"," MTCO1P2"," unprocessed_pseudogene","chr14:32484098-32484800"
"ENSG00000196739"," COL27A1"," protein_coding","chr9:114155537-114312511"
"ENSG00000196155"," PLEKHG4"," protein_coding","chr16:67277510-67289499"
"ENSG00000065923"," SLC9A7"," protein_coding","chrX:46599251-46759118"
"ENSG00000167646"," DNAAF3"," protein_coding","chr19:55158661-55166722"
"ENSG00000164330"," EBF1"," protein_coding","chr5:158695916-159099916"
"ENSG00000148600"," CDHR1"," protein_coding","chr10:84194537-84219621"
"ENSG00000175806"," MSRA"," protein_coding","chr8:10054292-10428891"
"ENSG00000182957"," SPATA13"," protein_coding","chr13:23979805-24307074"
"ENSG00000184986"," TMEM121"," protein_coding","chr14:105526583-105530202"
"ENSG00000134954"," ETS1"," protein_coding","chr11:128458761-128587558"
"ENSG00000181418"," DDN"," protein_coding","chr12:48995149-48999375"
"ENSG00000106948"," AKNA"," protein_coding","chr9:114334156-114394405"
"ENSG00000188290"," HES4"," protein_coding","chr1:998962-1000172"
"ENSG00000131089"," ARHGEF9"," protein_coding","chrX:63634967-63809274"
"ENSG00000187231"," SESTD1"," protein_coding","chr2:179101678-179264832"
"ENSG00000198885"," ITPRIPL1"," protein_coding","chr2:96325317-96330517"
"ENSG00000147684"," NDUFB9"," protein_coding","chr8:124539101-124580648"
"ENSG00000100503"," NIN"," protein_coding","chr14:50719763-50831162"
"ENSG00000132204"," LINC00470"," lncRNA","chr18:1254383-1408344"
"ENSG00000145247"," OCIAD2"," protein_coding","chr4:48885019-48906937"
"ENSG00000125841"," NRSN2"," protein_coding","chr20:346782-359660"
"ENSG00000104219"," ZDHHC2"," protein_coding","chr8:17156482-17224799"
"ENSG00000139318"," DUSP6"," protein_coding","chr12:89347235-89352501"
"ENSG00000138796"," HADH"," protein_coding","chr4:107989714-108035241"
"ENSG00000111335"," OAS2"," protein_coding","chr12:112978395-113011723"
"ENSG00000042286"," AIFM2"," protein_coding","chr10:70098223-70132934"
"ENSG00000100271"," TTLL1"," protein_coding","chr22:43039516-43089419"
"ENSG00000262902"," MTCO1P40"," processed_pseudogene","chr17:53105734-53106358"
"ENSG00000105559"," PLEKHA4"," protein_coding","chr19:48837097-48868617"
"ENSG00000143333"," RGS16"," protein_coding","chr1:182598623-182604389"
"ENSG00000136144"," RCBTB1"," protein_coding","chr13:49531946-49585558"
"ENSG00000132205"," EMILIN2"," protein_coding","chr18:2847006-2916003"
"ENSG00000205302"," SNX2"," protein_coding","chr5:122775079-122834543"
"ENSG00000173200"," PARP15"," protein_coding","chr3:122577628-122639047"
"ENSG00000168758"," SEMA4C"," protein_coding","chr2:96859718-96870757"
"ENSG00000136732"," GYPC"," protein_coding","chr2:126656133-126696667"
"ENSG00000165233"," CARD19"," protein_coding","chr9:93096217-93113283"
"ENSG00000110665"," C11orf21"," protein_coding","chr11:2295628-2303049"
"ENSG00000104691"," UBXN8"," protein_coding","chr8:30729131-30767006"
"ENSG00000162722"," TRIM58"," protein_coding","chr1:247857187-247880138"
"ENSG00000225972"," MTND1P23"," unprocessed_pseudogene","chr1:629062-629433"
"ENSG00000100422"," CERK"," protein_coding","chr22:46684410-46738252"
"ENSG00000171791"," BCL2"," protein_coding","chr18:63123346-63320128"
"ENSG00000157873"," TNFRSF14"," protein_coding","chr1:2555639-2565382"
"ENSG00000104177"," MYEF2"," protein_coding","chr15:48134632-48178353"
"ENSG00000286546",NA,NA,"chr20:15892355-15985876"
"ENSG00000228672"," PROB1"," protein_coding","chr5:139390592-139395104"
"ENSG00000149657"," LSM14B"," protein_coding","chr20:62122461-62135374"
"ENSG00000081189"," MEF2C"," protein_coding","chr5:88717117-88904257"
"ENSG00000117228"," GBP1"," protein_coding","chr1:89051882-89065360"
"ENSG00000117020"," AKT3"," protein_coding","chr1:243488233-243851079"
"ENSG00000134184"," GSTM1"," protein_coding","chr1:109687814-109709039"
"ENSG00000156973"," PDE6D"," protein_coding","chr2:231732433-231786272"
"ENSG00000146072"," TNFRSF21"," protein_coding","chr6:47231532-47309905"
"ENSG00000085733"," CTTN"," protein_coding","chr11:70398404-70436584"
"ENSG00000152778"," IFIT5"," protein_coding","chr10:89414568-89421605"
"ENSG00000157827"," FMNL2"," protein_coding","chr2:152335174-152649826"
